gene_ID	transcript_ID	annot_gene_id	annot_transcript_id	annot_gene_name	annot_transcript_name	n_exons	length	gene_novelty	transcript_novelty	ISM_subtype	Plasmomerged1
250	5543	PF3D7_0212300	TALONT000005543	TALONG000000250	TALONT000005543	4	2996	Known	NNC	None	1
250	5544	PF3D7_0212300	TALONT000005544	TALONG000000250	TALONT000005544	1	769	Known	Genomic	None	2
251	5545	PF3D7_0212400	TALONT000005545	TALONG000000251	TALONT000005545	2	1178	Known	ISM	Suffix	2
253	5546	PF3D7_0212600	TALONT000005546	TALONG000000253	TALONT000005546	4	2132	Known	NNC	None	1
253	5547	PF3D7_0212600	TALONT000005547	TALONG000000253	TALONT000005547	1	1247	Known	Genomic	None	1
5339	5548	TALONG000005339	TALONT000005548	TALONG000005339	TALONT000005548	1	79	Antisense	Antisense	None	1
257	5549	PF3D7_0213000	TALONT000005549	TALONG000000257	TALONT000005549	4	3307	Known	Genomic	None	1
257	5550	PF3D7_0213000	TALONT000005550	TALONG000000257	TALONT000005550	2	1001	Known	Genomic	None	1
260	5551	PF3D7_0213300	TALONT000005551	TALONG000000260	TALONT000005551	4	1880	Known	NIC	None	2
261	5552	PF3D7_0213400	TALONT000005552	TALONG000000261	TALONT000005552	4	1773	Known	NNC	None	1
261	5553	PF3D7_0213400	TALONT000005553	TALONG000000261	TALONT000005553	3	1641	Known	ISM	Both	5
267	5554	PF3D7_0214000	TALONT000005554	TALONG000000267	TALONT000005554	3	2530	Known	NNC	None	4
267	5555	PF3D7_0214000	TALONT000005555	TALONG000000267	TALONT000005555	1	1978	Known	Genomic	None	2
274	5556	PF3D7_0214700	TALONT000005556	TALONG000000274	TALONT000005556	8	1447	Known	NIC	None	2
274	5557	PF3D7_0214700	TALONT000005557	TALONG000000274	TALONT000005557	8	1475	Known	NIC	None	1
274	5558	PF3D7_0214700	TALONT000005558	TALONG000000274	TALONT000005558	6	852	Known	ISM	Suffix	1
276	5559	PF3D7_0214900	TALONT000005559	TALONG000000276	TALONT000005559	13	3980	Known	NNC	None	1
276	5560	PF3D7_0214900	TALONT000005560	TALONG000000276	TALONT000005560	14	3233	Known	ISM	Suffix	2
276	5561	PF3D7_0214900	TALONT000005561	TALONG000000276	TALONT000005561	14	1996	Known	NNC	None	1
278	5562	PF3D7_0215100	TALONT000005562	TALONG000000278	TALONT000005562	8	1979	Known	NNC	None	1
284	5563	PF3D7_0215700	TALONT000005563	TALONG000000284	TALONT000005563	3	4847	Known	NNC	None	1
284	5564	PF3D7_0215700	TALONT000005564	TALONG000000284	TALONT000005564	2	4291	Known	Genomic	None	1
284	5565	PF3D7_0215700	TALONT000005565	TALONG000000284	TALONT000005565	1	3145	Known	Genomic	None	2
288	5566	PF3D7_0216100	TALONT000005566	TALONG000000288	TALONT000005566	2	1693	Known	Genomic	None	1
292	5567	PF3D7_0216500	TALONT000005567	TALONG000000292	TALONT000005567	3	2353	Known	Genomic	None	1
298	5568	PF3D7_0217100	TALONT000005568	TALONG000000298	TALONT000005568	1	2384	Known	Genomic	None	6
300	5569	PF3D7_0217300	TALONT000005569	TALONG000000300	TALONT000005569	4	969	Known	NNC	None	1
302	5570	PF3D7_0217500	TALONT000005570	TALONG000000302	TALONT000005570	6	2328	Known	NNC	None	1
303	5571	PF3D7_0217600	TALONT000005571	TALONG000000303	TALONT000005571	7	6408	Known	NNC	None	1
305	5572	PF3D7_0217800	TALONT000005572	TALONG000000305	TALONT000005572	2	984	Known	NNC	None	1
305	5573	PF3D7_0217800	TALONT000005573	TALONG000000305	TALONT000005573	1	995	Known	Genomic	None	2
306	5574	PF3D7_0217900	TALONT000005574	TALONG000000306	TALONT000005574	2	1520	Known	Genomic	None	1
307	5575	PF3D7_0218000	TALONT000005575	TALONG000000307	TALONT000005575	2	1667	Known	NNC	None	1
307	5576	PF3D7_0218000	TALONT000005576	TALONG000000307	TALONT000005576	1	1	Known	Genomic	None	1
308	5577	PF3D7_0218100	TALONT000005577	TALONG000000308	TALONT000005577	5	1933	Known	NNC	None	1
309	5578	PF3D7_0218200	TALONT000005578	TALONG000000309	TALONT000005578	2	3251	Known	Genomic	None	1
308	5579	PF3D7_0218100	TALONT000005579	TALONG000000308	TALONT000005579	3	251	Known	ISM	Suffix	1
308	5580	PF3D7_0218100	TALONT000005580	TALONG000000308	TALONT000005580	1	507	Known	Genomic	None	1
5340	5581	TALONG000005340	TALONT000005581	TALONG000005340	TALONT000005581	3	716	Antisense	Antisense	None	1
310	5582	PF3D7_0218300	TALONT000005582	TALONG000000310	TALONT000005582	3	1004	Known	ISM	Suffix	1
312	5583	PF3D7_0218500	TALONT000005583	TALONG000000312	TALONT000005583	3	994	Known	NNC	None	3
312	5584	PF3D7_0218500	TALONT000005584	TALONG000000312	TALONT000005584	4	776	Known	NNC	None	1
312	5585	PF3D7_0218500	TALONT000005585	TALONG000000312	TALONT000005585	1	501	Known	ISM	None	2
5341	5586	TALONG000005341	TALONT000005586	TALONG000005341	TALONT000005586	1	1028	Intergenic	Intergenic	None	2
316	5587	PF3D7_0219200	TALONT000005587	TALONG000000316	TALONT000005587	1	1244	Known	Genomic	None	5
316	5588	PF3D7_0219200	TALONT000005588	TALONG000000316	TALONT000005588	3	1068	Known	NNC	None	1
316	5589	PF3D7_0219200	TALONT000005589	TALONG000000316	TALONT000005589	3	1097	Known	NNC	None	1
316	5590	PF3D7_0219200	TALONT000005590	TALONG000000316	TALONT000005590	3	1074	Known	NNC	None	1
318	5591	PF3D7_0219400	TALONT000005591	TALONG000000318	TALONT000005591	3	1039	Known	NNC	None	1
318	5592	PF3D7_0219400	TALONT000005592	TALONG000000318	TALONT000005592	3	1007	Known	NNC	None	1
319	5593	PF3D7_0219500	TALONT000005593	TALONG000000319	TALONT000005593	3	1733	Known	NNC	None	1
318	5594	PF3D7_0219400	TALONT000005594	TALONG000000318	TALONT000005594	3	1070	Known	NNC	None	2
318	5595	PF3D7_0219400	TALONT000005595	TALONG000000318	TALONT000005595	1	588	Known	Genomic	None	3
319	5596	PF3D7_0219500	TALONT000005596	TALONG000000319	TALONT000005596	1	2061	Known	Genomic	None	1
322	5597	PF3D7_0219800	TALONT000005597	TALONG000000322	TALONT000005597	3	2991	Known	NNC	None	3
322	5598	PF3D7_0219800	TALONT000005598	TALONG000000322	TALONT000005598	1	1439	Known	ISM	None	1
324	5599	PF3D7_0220000	TALONT000005599	TALONG000000324	TALONT000005599	2	1604	Known	Genomic	None	1
324	5600	PF3D7_0220000	TALONT000005600	TALONG000000324	TALONT000005600	1	790	Known	Genomic	None	1
326	5601	PF3D7_0220200	TALONT000005601	TALONG000000326	TALONT000005601	3	1916	Known	NNC	None	1
326	5602	PF3D7_0220200	TALONT000005602	TALONG000000326	TALONT000005602	1	335	Known	Genomic	None	3
5342	5603	TALONG000005342	TALONT000005603	TALONG000005342	TALONT000005603	1	601	Antisense	Antisense	None	1
329	5604	PF3D7_0220600	TALONT000005604	TALONG000000329	TALONT000005604	1	828	Known	Genomic	None	1
331	5605	PF3D7_0220800	TALONT000005605	TALONG000000331	TALONT000005605	1	1328	Known	Genomic	None	3
333	5606	PF3D7_0221200	TALONT000005606	TALONG000000333	TALONT000005606	1	399	Known	Genomic	None	1
349	5607	PF3D7_0300100	TALONT000005607	TALONG000000349	TALONT000005607	1	1	Known	Genomic	None	2
363	5608	PF3D7_0301600	TALONT000005608	TALONG000000363	TALONT000005608	1	1655	Known	Genomic	None	2
364	5609	PF3D7_0301700	TALONT000005609	TALONG000000364	TALONT000005609	1	1094	Known	Genomic	None	1
366	5610	PF3D7_0301900	TALONT000005610	TALONG000000366	TALONT000005610	2	1882	Known	Genomic	None	1
367	5611	PF3D7_0302000	TALONT000005611	TALONG000000367	TALONT000005611	1	2688	Known	Genomic	None	1
370	5612	PF3D7_0302500	TALONT000005612	TALONG000000370	TALONT000005612	10	4671	Known	NNC	None	1
370	5613	PF3D7_0302500	TALONT000005613	TALONG000000370	TALONT000005613	6	3647	Known	NIC	None	1
370	5614	PF3D7_0302500	TALONT000005614	TALONG000000370	TALONT000005614	3	2933	Known	ISM	Suffix	2
370	5615	PF3D7_0302500	TALONT000005615	TALONG000000370	TALONT000005615	2	2774	Known	ISM	Suffix	3
370	5616	PF3D7_0302500	TALONT000005616	TALONG000000370	TALONT000005616	1	2101	Known	Genomic	None	9
5343	5617	TALONG000005343	TALONT000005617	TALONG000005343	TALONT000005617	1	685	Antisense	Antisense	None	1
377	5618	PF3D7_0303200	TALONT000005618	TALONG000000377	TALONT000005618	4	4024	Known	ISM	Suffix	1
378	5619	PF3D7_0303300	TALONT000005619	TALONG000000378	TALONT000005619	3	1059	Known	NNC	None	1
378	5620	PF3D7_0303300	TALONT000005620	TALONG000000378	TALONT000005620	1	800	Known	ISM	None	1
379	5621	PF3D7_0303400	TALONT000005621	TALONG000000379	TALONT000005621	6	1095	Known	ISM	Suffix	1
379	5622	PF3D7_0303400	TALONT000005622	TALONG000000379	TALONT000005622	5	1054	Known	ISM	Suffix	1
379	5623	PF3D7_0303400	TALONT000005623	TALONG000000379	TALONT000005623	4	938	Known	ISM	Suffix	1
379	5624	PF3D7_0303400	TALONT000005624	TALONG000000379	TALONT000005624	2	729	Known	ISM	Suffix	1
379	5625	PF3D7_0303400	TALONT000005625	TALONG000000379	TALONT000005625	1	665	Known	ISM	None	1
389	5626	PF3D7_0304400	TALONT000005626	TALONG000000389	TALONT000005626	1	1433	Known	Genomic	None	2
389	5627	PF3D7_0304400	TALONT000005627	TALONG000000389	TALONT000005627	2	1203	Known	NNC	None	1
390	5628	PF3D7_0304500	TALONT000005628	TALONG000000390	TALONT000005628	4	1256	Known	NNC	None	5
5344	5629	TALONG000005344	TALONT000005629	TALONG000005344	TALONT000005629	1	572	Antisense	Antisense	None	1
5345	5630	TALONG000005345	TALONT000005630	TALONG000005345	TALONT000005630	1	644	Antisense	Antisense	None	1
397	5631	PF3D7_0305200	TALONT000005631	TALONG000000397	TALONT000005631	2	2119	Known	Genomic	None	1
402	5632	PF3D7_0305700	TALONT000005632	TALONG000000402	TALONT000005632	3	1249	Known	NNC	None	1
406	5633	PF3D7_0306100	TALONT000005633	TALONG000000406	TALONT000005633	1	3378	Known	Genomic	None	1
407	5634	PF3D7_0306200	TALONT000005634	TALONG000000407	TALONT000005634	6	2345	Known	NNC	None	1
407	5635	PF3D7_0306200	TALONT000005635	TALONG000000407	TALONT000005635	3	1359	Known	ISM	Suffix	1
408	5636	PF3D7_0306300	TALONT000005636	TALONG000000408	TALONT000005636	1	448	Known	Genomic	None	3
412	5637	PF3D7_0306700	TALONT000005637	TALONG000000412	TALONT000005637	4	1316	Known	NNC	None	1
412	5638	PF3D7_0306700	TALONT000005638	TALONG000000412	TALONT000005638	4	1102	Known	NNC	None	1
414	5639	PF3D7_0306900	TALONT000005639	TALONG000000414	TALONT000005639	4	856	Known	NNC	None	1
414	5640	PF3D7_0306900	TALONT000005640	TALONG000000414	TALONT000005640	1	383	Known	Genomic	None	1
414	5641	PF3D7_0306900	TALONT000005641	TALONG000000414	TALONT000005641	2	680	Known	ISM	Suffix	1
414	5642	PF3D7_0306900	TALONT000005642	TALONG000000414	TALONT000005642	1	152	Known	Genomic	None	2
5346	5643	TALONG000005346	TALONT000005643	TALONG000005346	TALONT000005643	1	426	Antisense	Antisense	None	1
416	5644	PF3D7_0307200	TALONT000005644	TALONG000000416	TALONT000005644	4	1730	Known	NNC	None	1
416	5645	PF3D7_0307200	TALONT000005645	TALONG000000416	TALONT000005645	2	1877	Known	ISM	Suffix	1
416	5646	PF3D7_0307200	TALONT000005646	TALONG000000416	TALONT000005646	1	1621	Known	Genomic	None	2
420	5647	PF3D7_0307600	TALONT000005647	TALONG000000420	TALONT000005647	1	1766	Known	Genomic	None	1
421	5648	PF3D7_0307700	TALONT000005648	TALONG000000421	TALONT000005648	5	4025	Known	ISM	Suffix	10
421	5649	PF3D7_0307700	TALONT000005649	TALONG000000421	TALONT000005649	1	173	Known	Genomic	None	5
421	5650	PF3D7_0307700	TALONT000005650	TALONG000000421	TALONT000005650	2	481	Known	ISM	Suffix	1
421	5651	PF3D7_0307700	TALONT000005651	TALONG000000421	TALONT000005651	6	2389	Known	NNC	None	1
423	5652	PF3D7_0307900	TALONT000005652	TALONG000000423	TALONT000005652	1	1135	Known	Genomic	None	1
424	5653	PF3D7_0308000	TALONT000005653	TALONG000000424	TALONT000005653	2	2161	Known	Genomic	None	1
425	5654	PF3D7_0308100	TALONT000005654	TALONG000000425	TALONT000005654	2	3212	Known	Genomic	None	1
425	5655	PF3D7_0308100	TALONT000005655	TALONG000000425	TALONT000005655	2	2083	Known	NNC	None	1
426	5656	PF3D7_0308200	TALONT000005656	TALONG000000426	TALONT000005656	3	2559	Known	NNC	None	3
426	5657	PF3D7_0308200	TALONT000005657	TALONG000000426	TALONT000005657	2	2175	Known	ISM	Suffix	1
426	5658	PF3D7_0308200	TALONT000005658	TALONG000000426	TALONT000005658	3	2646	Known	NNC	None	1
430	5659	PF3D7_0308700	TALONT000005659	TALONG000000430	TALONT000005659	3	1744	Known	NIC	None	1
433	5660	PF3D7_0309000	TALONT000005660	TALONG000000433	TALONT000005660	5	2819	Known	NIC	None	1
433	5661	PF3D7_0309000	TALONT000005661	TALONG000000433	TALONT000005661	2	1189	Known	Genomic	None	1
437	5662	PF3D7_0309500	TALONT000005662	TALONG000000437	TALONT000005662	3	3151	Known	NNC	None	1
437	5663	PF3D7_0309500	TALONT000005663	TALONG000000437	TALONT000005663	1	2715	Known	Genomic	None	8
437	5664	PF3D7_0309500	TALONT000005664	TALONG000000437	TALONT000005664	3	2921	Known	NNC	None	1
437	5665	PF3D7_0309500	TALONT000005665	TALONG000000437	TALONT000005665	2	2779	Known	NNC	None	2
438	5666	PF3D7_0309600	TALONT000005666	TALONG000000438	TALONT000005666	1	906	Known	ISM	None	6
438	5667	PF3D7_0309600	TALONT000005667	TALONG000000438	TALONT000005667	1	234	Known	Genomic	None	1
445	5668	PF3D7_0310300	TALONT000005668	TALONG000000445	TALONT000005668	2	2836	Known	Genomic	None	1
445	5669	PF3D7_0310300	TALONT000005669	TALONG000000445	TALONT000005669	2	2612	Known	NNC	None	1
448	5670	PF3D7_0310600	TALONT000005670	TALONG000000448	TALONT000005670	1	1	Known	Genomic	None	8
453	5671	PF3D7_0311100	TALONT000005671	TALONG000000453	TALONT000005671	1	418	Known	Genomic	None	1
453	5672	PF3D7_0311100	TALONT000005672	TALONG000000453	TALONT000005672	3	2283	Known	ISM	Prefix	1
454	5673	PF3D7_0311200	TALONT000005673	TALONG000000454	TALONT000005673	3	5104	Known	NNC	None	1
455	5674	PF3D7_0311300	TALONT000005674	TALONG000000455	TALONT000005674	1	1502	Known	Genomic	None	3
455	5675	PF3D7_0311300	TALONT000005675	TALONG000000455	TALONT000005675	5	3580	Known	NNC	None	1
455	5676	PF3D7_0311300	TALONT000005676	TALONG000000455	TALONT000005676	3	1757	Known	Genomic	None	1
460	5677	PF3D7_0311800	TALONT000005677	TALONG000000460	TALONT000005677	3	2401	Known	NNC	None	1
463	5678	PF3D7_0312100	TALONT000005678	TALONG000000463	TALONT000005678	2	3720	Known	Genomic	None	1
465	5679	PF3D7_0312300	TALONT000005679	TALONG000000465	TALONT000005679	2	1309	Known	Genomic	None	1
466	5680	PF3D7_0312400	TALONT000005680	TALONG000000466	TALONT000005680	4	1595	Known	ISM	Suffix	1
466	5681	PF3D7_0312400	TALONT000005681	TALONG000000466	TALONT000005681	1	897	Known	Genomic	None	6
466	5682	PF3D7_0312400	TALONT000005682	TALONG000000466	TALONT000005682	8	2345	Known	NNC	None	1
467	5683	PF3D7_0312500	TALONT000005683	TALONG000000467	TALONT000005683	2	1696	Known	Genomic	None	1
470	5684	PF3D7_0313000	TALONT000005684	TALONG000000470	TALONT000005684	3	1612	Known	NNC	None	1
470	5685	PF3D7_0313000	TALONT000005685	TALONG000000470	TALONT000005685	2	1324	Known	NNC	None	1
473	5686	PF3D7_0313300	TALONT000005686	TALONG000000473	TALONT000005686	5	1644	Known	NNC	None	1
476	5687	PF3D7_0313600	TALONT000005687	TALONG000000476	TALONT000005687	3	1978	Known	ISM	Suffix	1
477	5688	PF3D7_0313700	TALONT000005688	TALONG000000477	TALONT000005688	21	4761	Known	NNC	None	1
476	5689	PF3D7_0313600	TALONT000005689	TALONG000000476	TALONT000005689	6	2593	Known	NNC	None	1
478	5690	PF3D7_0313800	TALONT000005690	TALONG000000478	TALONT000005690	7	3371	Known	NNC	None	1
478	5691	PF3D7_0313800	TALONT000005691	TALONG000000478	TALONT000005691	6	3448	Known	NIC	None	2
478	5692	PF3D7_0313800	TALONT000005692	TALONG000000478	TALONT000005692	2	2478	Known	ISM	Suffix	1
478	5693	PF3D7_0313800	TALONT000005693	TALONG000000478	TALONT000005693	1	304	Known	Genomic	None	1
480	5694	PF3D7_0314000	TALONT000005694	TALONG000000480	TALONT000005694	7	1305	Known	NNC	None	1
480	5695	PF3D7_0314000	TALONT000005695	TALONG000000480	TALONT000005695	5	999	Known	ISM	Suffix	1
480	5696	PF3D7_0314000	TALONT000005696	TALONG000000480	TALONT000005696	2	887	Known	Genomic	None	1
481	5697	PF3D7_0314100	TALONT000005697	TALONG000000481	TALONT000005697	7	1067	Known	NIC	None	1
5347	5698	TALONG000005347	TALONT000005698	TALONG000005347	TALONT000005698	1	2109	Antisense	Antisense	None	1
5348	5699	TALONG000005348	TALONT000005699	TALONG000005348	TALONT000005699	1	1075	Antisense	Antisense	None	1
485	5700	PF3D7_0314500	TALONT000005700	TALONG000000485	TALONT000005700	1	1231	Known	Genomic	None	1
493	5701	PF3D7_0315300	TALONT000005701	TALONG000000493	TALONT000005701	4	3463	Known	NNC	None	1
494	5702	PF3D7_0315400	TALONT000005702	TALONG000000494	TALONT000005702	2	1597	Known	Genomic	None	1
502	5703	PF3D7_0316200	TALONT000005703	TALONG000000502	TALONT000005703	1	1012	Known	Genomic	None	1
502	5704	PF3D7_0316200	TALONT000005704	TALONG000000502	TALONT000005704	2	3506	Known	Genomic	None	1
5349	5705	TALONG000005349	TALONT000005705	TALONG000005349	TALONT000005705	1	1719	Antisense	Antisense	None	1
503	5706	PF3D7_0316300	TALONT000005706	TALONG000000503	TALONT000005706	5	1630	Known	NNC	None	1
503	5707	PF3D7_0316300	TALONT000005707	TALONG000000503	TALONT000005707	6	1581	Known	NNC	None	1
503	5708	PF3D7_0316300	TALONT000005708	TALONG000000503	TALONT000005708	5	1665	Known	NNC	None	1
503	5709	PF3D7_0316300	TALONT000005709	TALONG000000503	TALONT000005709	4	1868	Known	ISM	Suffix	4
503	5710	PF3D7_0316300	TALONT000005710	TALONG000000503	TALONT000005710	5	1915	Known	NNC	None	1
503	5711	PF3D7_0316300	TALONT000005711	TALONG000000503	TALONT000005711	4	1581	Known	NNC	None	1
503	5712	PF3D7_0316300	TALONT000005712	TALONG000000503	TALONT000005712	4	2704	Known	ISM	Suffix	4
503	5713	PF3D7_0316300	TALONT000005713	TALONG000000503	TALONT000005713	4	2155	Known	NNC	None	7
503	5714	PF3D7_0316300	TALONT000005714	TALONG000000503	TALONT000005714	5	2157	Known	NNC	None	1
503	5715	PF3D7_0316300	TALONT000005715	TALONG000000503	TALONT000005715	4	2168	Known	NNC	None	1
503	5716	PF3D7_0316300	TALONT000005716	TALONG000000503	TALONT000005716	3	1796	Known	NIC	None	1
503	5717	PF3D7_0316300	TALONT000005717	TALONG000000503	TALONT000005717	1	750	Known	ISM	None	3
506	5718	PF3D7_0316600	TALONT000005718	TALONG000000506	TALONT000005718	5	2239	Known	NNC	None	1
506	5719	PF3D7_0316600	TALONT000005719	TALONG000000506	TALONT000005719	5	1449	Known	NNC	None	1
506	5720	PF3D7_0316600	TALONT000005720	TALONG000000506	TALONT000005720	5	2167	Known	NNC	None	1
505	5721	PF3D7_0316500	TALONT000005721	TALONG000000505	TALONT000005721	5	1904	Known	Genomic	None	1
505	5722	PF3D7_0316500	TALONT000005722	TALONG000000505	TALONT000005722	2	2030	Known	ISM	None	1
506	5723	PF3D7_0316600	TALONT000005723	TALONG000000506	TALONT000005723	5	2159	Known	NNC	None	1
506	5724	PF3D7_0316600	TALONT000005724	TALONG000000506	TALONT000005724	4	2429	Known	NNC	None	1
506	5725	PF3D7_0316600	TALONT000005725	TALONG000000506	TALONT000005725	1	432	Known	Genomic	None	1
506	5726	PF3D7_0316600	TALONT000005726	TALONG000000506	TALONT000005726	5	2578	Known	NNC	None	1
506	5727	PF3D7_0316600	TALONT000005727	TALONG000000506	TALONT000005727	4	2500	Known	NNC	None	1
506	5728	PF3D7_0316600	TALONT000005728	TALONG000000506	TALONT000005728	5	2951	Known	NNC	None	1
506	5729	PF3D7_0316600	TALONT000005729	TALONG000000506	TALONT000005729	4	1525	Known	ISM	Prefix	2
506	5730	PF3D7_0316600	TALONT000005730	TALONG000000506	TALONT000005730	5	2010	Known	NNC	None	1
506	5731	PF3D7_0316600	TALONT000005731	TALONG000000506	TALONT000005731	2	258	Known	ISM	Prefix	1
506	5732	PF3D7_0316600	TALONT000005732	TALONG000000506	TALONT000005732	1	859	Known	ISM	None	1
508	5733	PF3D7_0316800	TALONT000005733	TALONG000000508	TALONT000005733	4	1305	Known	NNC	None	1
508	5734	PF3D7_0316800	TALONT000005734	TALONG000000508	TALONT000005734	4	1295	Known	NNC	None	1
508	5735	PF3D7_0316800	TALONT000005735	TALONG000000508	TALONT000005735	4	1302	Known	NNC	None	1
508	5736	PF3D7_0316800	TALONT000005736	TALONG000000508	TALONT000005736	2	1095	Known	ISM	Suffix	4
509	5737	PF3D7_0316900	TALONT000005737	TALONG000000509	TALONT000005737	1	1946	Known	Genomic	None	1
510	5738	PF3D7_0317000	TALONT000005738	TALONG000000510	TALONT000005738	3	1812	Known	NNC	None	1
510	5739	PF3D7_0317000	TALONT000005739	TALONG000000510	TALONT000005739	2	2062	Known	NNC	None	4
5350	5740	TALONG000005350	TALONT000005740	TALONG000005350	TALONT000005740	1	1170	Antisense	Antisense	None	1
516	5741	PF3D7_0317600	TALONT000005741	TALONG000000516	TALONT000005741	3	1427	Known	ISM	Suffix	4
516	5742	PF3D7_0317600	TALONT000005742	TALONG000000516	TALONT000005742	1	411	Known	ISM	None	4
518	5743	PF3D7_0317800	TALONT000005743	TALONG000000518	TALONT000005743	1	2207	Known	Genomic	None	3
523	5744	PF3D7_0318300	TALONT000005744	TALONG000000523	TALONT000005744	2	3566	Known	ISM	Suffix	1
529	5745	PF3D7_0318900	TALONT000005745	TALONG000000529	TALONT000005745	4	2459	Known	NNC	None	1
529	5746	PF3D7_0318900	TALONT000005746	TALONG000000529	TALONT000005746	1	100	Known	Genomic	None	2
529	5747	PF3D7_0318900	TALONT000005747	TALONG000000529	TALONT000005747	4	2069	Known	Genomic	None	1
533	5748	PF3D7_0319300	TALONT000005748	TALONG000000533	TALONT000005748	4	1378	Known	NNC	None	1
535	5749	PF3D7_0319500	TALONT000005749	TALONG000000535	TALONT000005749	4	1966	Known	NNC	None	1
535	5750	PF3D7_0319500	TALONT000005750	TALONG000000535	TALONT000005750	1	1137	Known	ISM	None	1
536	5751	PF3D7_0319600	TALONT000005751	TALONG000000536	TALONT000005751	2	1364	Known	ISM	Suffix	1
537	5752	PF3D7_0319700	TALONT000005752	TALONG000000537	TALONT000005752	1	3541	Known	Genomic	None	1
537	5753	PF3D7_0319700	TALONT000005753	TALONG000000537	TALONT000005753	2	2227	Known	ISM	Suffix	8
541	5754	PF3D7_0320100	TALONT000005754	TALONG000000541	TALONT000005754	5	758	Known	ISM	Suffix	1
543	5755	PF3D7_0320300	TALONT000005755	TALONG000000543	TALONT000005755	2	1919	Known	Genomic	None	1
546	5756	PF3D7_0320600	TALONT000005756	TALONG000000546	TALONT000005756	4	835	Known	ISM	Suffix	1
546	5757	PF3D7_0320600	TALONT000005757	TALONG000000546	TALONT000005757	5	1315	Known	NNC	None	1
547	5758	PF3D7_0320700	TALONT000005758	TALONG000000547	TALONT000005758	7	1375	Known	NIC	None	1
547	5759	PF3D7_0320700	TALONT000005759	TALONG000000547	TALONT000005759	3	1301	Known	NIC	None	1
549	5760	PF3D7_0320900	TALONT000005760	TALONG000000549	TALONT000005760	1	310	Known	Genomic	None	1
549	5761	PF3D7_0320900	TALONT000005761	TALONG000000549	TALONT000005761	1	521	Known	ISM	None	9
550	5762	PF3D7_0321000	TALONT000005762	TALONG000000550	TALONT000005762	1	804	Known	Genomic	None	2
5351	5763	TALONG000005351	TALONT000005763	TALONG000005351	TALONT000005763	1	2147	Antisense	Antisense	None	1
552	5764	PF3D7_0321200	TALONT000005764	TALONG000000552	TALONT000005764	5	1346	Known	NIC	None	1
554	5765	PF3D7_0321400	TALONT000005765	TALONG000000554	TALONT000005765	3	763	Known	ISM	Suffix	1
556	5766	PF3D7_0321600	TALONT000005766	TALONG000000556	TALONT000005766	1	633	Known	Genomic	None	1
557	5767	PF3D7_0321700	TALONT000005767	TALONG000000557	TALONT000005767	4	3959	Known	NIC	None	1
557	5768	PF3D7_0321700	TALONT000005768	TALONG000000557	TALONT000005768	1	1340	Known	Genomic	None	1
559	5769	PF3D7_0321900	TALONT000005769	TALONG000000559	TALONT000005769	9	4375	Known	NNC	None	1
559	5770	PF3D7_0321900	TALONT000005770	TALONG000000559	TALONT000005770	8	4257	Known	NNC	None	1
559	5771	PF3D7_0321900	TALONT000005771	TALONG000000559	TALONT000005771	8	2695	Known	ISM	Suffix	3
559	5772	PF3D7_0321900	TALONT000005772	TALONG000000559	TALONT000005772	9	1958	Known	NNC	None	1
559	5773	PF3D7_0321900	TALONT000005773	TALONG000000559	TALONT000005773	7	1917	Known	NNC	None	1
559	5774	PF3D7_0321900	TALONT000005774	TALONG000000559	TALONT000005774	5	807	Known	ISM	Suffix	1
559	5775	PF3D7_0321900	TALONT000005775	TALONG000000559	TALONT000005775	2	1356	Known	NNC	None	1
560	5776	PF3D7_0322000	TALONT000005776	TALONG000000560	TALONT000005776	2	1337	Known	Genomic	None	1
560	5777	PF3D7_0322000	TALONT000005777	TALONG000000560	TALONT000005777	2	1306	Known	Genomic	None	1
560	5778	PF3D7_0322000	TALONT000005778	TALONG000000560	TALONT000005778	2	1417	Known	Genomic	None	1
565	5779	PF3D7_0322500	TALONT000005779	TALONG000000565	TALONT000005779	2	1715	Known	Genomic	None	1
564	5780	PF3D7_0322400	TALONT000005780	TALONG000000564	TALONT000005780	1	1399	Known	Genomic	None	1
569	5781	PF3D7_0322900	TALONT000005781	TALONG000000569	TALONT000005781	2	1701	Known	NNC	None	1
569	5782	PF3D7_0322900	TALONT000005782	TALONG000000569	TALONT000005782	2	1664	Known	NNC	None	1
570	5783	PF3D7_0323000	TALONT000005783	TALONG000000570	TALONT000005783	1	657	Known	ISM	None	1
570	5784	PF3D7_0323000	TALONT000005784	TALONG000000570	TALONT000005784	3	942	Known	NNC	None	1
570	5785	PF3D7_0323000	TALONT000005785	TALONG000000570	TALONT000005785	3	1505	Known	NNC	None	1
570	5786	PF3D7_0323000	TALONT000005786	TALONG000000570	TALONT000005786	4	856	Known	NNC	None	1
570	5787	PF3D7_0323000	TALONT000005787	TALONG000000570	TALONT000005787	3	959	Known	NNC	None	1
575	5788	PF3D7_0323500	TALONT000005788	TALONG000000575	TALONT000005788	2	1294	Known	ISM	Suffix	2
587	5789	PF3D7_0324900	TALONT000005789	TALONG000000587	TALONT000005789	1	2185	Known	Genomic	None	4
588	5790	PF3D7_0400100	TALONT000005790	TALONG000000588	TALONT000005790	2	1653	Known	Genomic	None	1
5352	5791	TALONG000005352	TALONT000005791	TALONG000005352	TALONT000005791	1	1867	Intergenic	Intergenic	None	4
